-2145.34,-3.31838,1
1052.97,-3.51853,1
1108.39,50.7951,1
1108.79,1978.1,1
1159.2,2028.74,1
3643.79,2028.62,1
3665.55,2049.06,1
3665.74,2429.61,1
3644.97,2449.65,1
-380.474,2449.76,1
-401.207,2429.79,1
-401.278,2048.36,1
-381.436,2028.57,1
-2.35903,2028.57,1
19.2899,2048.48,1
19.7327,2940.29,1
-34.6867,2995.79,1
-3005.66,2995.5,1
-3059.58,2942.14,1
-3059.79,-1508.92,1
-3005.41,-1564.6,1
1565.11,-1564.88,1
1615.31,-1613.43,1
1615.49,-3707.98,1
1634.79,-3729.07,1
2015.3,-3729.2,1
2036.82,-3709.85,1
2036.63,-469.617,1
1982.42,-414.242,1
-2142.39,-414.34,1
-2159.46,-399.772,1
-2159.17,-19.824,1
