1053.08,1.9161,1
-2142.51,1.47352,1
-2164.35,-20.3935,1
-2164.46,-398.286,1
-2142.68,-419.551,1
1980.71,-419.569,1
2031.28,-469.19,1
2031.27,-3707.28,1
2017.88,-3724.29,1
1635.01,-3724.44,1
1620.74,-3710.59,1
1620.64,-1616.41,1
1565.64,-1559.7,1
-3003.84,-1559.73,1
-3054.76,-1509.43,1
-3054.42,2939.94,1
-3004.83,2990.43,1
-35.0389,2990.7,1
14.5301,2940.28,1
14.6015,2048.89,1
1.26524,2033.56,1
-378.499,2033.64,1
-396.408,2047.69,1
-396.627,2426.86,1
-382.535,2444.53,1
3644.81,2444.3,1
3660.67,2430.42,1
3660.67,2052.31,1
3646.48,2033.42,1
1161.59,2033.57,1
1103.35,1979.32,1
1103.68,52.3828,1
