1267.5,-2463.02,1
1268,-1442.8,1
1285.07,-1426.3,1
1951.83,-1425.49,1
1971.8,-1402.63,1
1971.51,-21.1587,1
1948.78,2.78837,1
430.501,2.27416,1
409.801,-18.5701,1
409.692,-636.872,1
395.687,-652.428,1
195.663,-652.334,1
138.634,-694.961,1
139.981,-714.118,1
181.288,-755.26,1
543.575,-755.378,1
558.638,-770.429,1
558.337,-3514.49,1
576.558,-3538.57,1
1951.36,-3538.46,1
1971.51,-3514.84,1
1971.51,-2851.03,1
1949.23,-2828.23,1
1284.15,-2828.56,1
1267.43,-2809.63,1
