-174.755,314.766,1

-174.755,701.766,1

-157.973,716.355,1

389.112,716.437,1

409.27,699.162,1

409.254,20.866,1

432.096,-2.86561,1

2361.32,-2.25588,1

2385.56,20.2067,1

2386.04,763.99,1

2365.41,785.327,1

199.211,785.385,1

174.389,766.669,1

174.566,740.451,1

157.695,721.693,1

-159.178,721.602,1

-180.165,698.013,1

-179.782,20.0363,1

-158.544,-2.26101,1

394.007,-2.13886,1

409.305,-19.3731,1

409.082,-317.651,1

394.004,-332.425,1

-58.8916,-332.34,1

-76.1635,-315.453,1

-76.2233,-17.4744,1

-98.2918,2.39753,1

-157.79,2.824,1

-174.664,20.8843,1

