790.952,-2833.68,1
2312.01,-2833.63,1
2337.48,-2809.41,1
2337.53,-2276.19,1
2313.14,-2252.67,1
1606.9,-2252.46,1
1587.63,-2234.4,1
1587.63,-1825.19,1
1564.49,-1803.36,1
773.103,-1803.65,1
755.356,-1787.86,1
755.46,-775.507,1
772.395,-755.79,1
1950.34,-755.538,1
1966.21,-775.408,1
1966.75,-1400.37,1
1987.38,-1425.5,1
2654.09,-1425.25,1
2670.46,-1442.08,1
2670.68,-3513.01,1
2651.95,-3533.23,1
578.76,-3533.15,1
563.611,-3516.7,1
563.542,-2847.66,1
579.654,-2833.62,1
