-3238.81,3532.4,1
-3012.53,3532.46,1
-2996.37,3514.19,1
-2996.35,3489.61,1
-3012.85,3473.28,1
-3103.14,3473.45,1
-3124.41,3451.93,1
-3124.42,2850.08,1
-3101.31,2826.33,1
-2372.36,2826.55,1
-2355.12,2810.47,1
-2355.08,1323.67,1
-2373.26,1306.65,1
-3513.84,1306.54,1
-3532.46,1327.5,1
-3532.25,1823.32,1
-3514.74,1838.4,1
-3139.8,1838.59,1
-3119.81,1859.56,1
-3119.42,2649.73,1
-3142.39,2675.54,1
-3513.09,2675.6,1
-3532.29,2692.64,1
-3532.25,3514.93,1
-3516.59,3532.04,1
