-180.117,440.395,1
-179.427,-491.243,1
-156.699,-515.551,1
125.651,-515.761,1
145.692,-495.898,1
145.286,-352.159,1
125.963,-332.625,1
-59.661,-332.555,1
-76.0768,-316.558,1
-76.4552,-18.315,1
-60.3829,-2.23937,1
394.749,-2.26686,1
409.375,-19.0243,1
409.558,-316.976,1
394.036,-332.432,1
161.53,-332.538,1
140.463,-353.268,1
140.693,-495.34,1
126.151,-510.243,1
-156.903,-510.832,1
-174.171,-491.505,1
-173.987,-17.5531,1
-159.585,-2.42252,1
390.13,-2.08869,1
414.562,18.868,1
414.788,701.015,1
394.64,721.71,1
-159.755,721.749,1
-179.809,700.99,1
