1245.72,2057.94,1
1245.9,3516.51,1
1224.59,3537.3,1
-2976.97,3537.11,1
-2996.66,3517.2,1
-2996.44,3489.38,1
-3011.62,3473.77,1
-3103.05,3473.51,1
-3124.61,3453.47,1
-3124.55,2846.92,1
-3102.87,2826.35,1
-2369.38,2826.46,1
-2355.45,2810.97,1
-2355.57,1155.42,1
-2335.73,1134.57,1
-1297.86,1134.84,1
-1275.52,1153.73,1
-1275.25,2046.28,1
-1259.75,2060.37,1
158.975,2060.64,1
174.203,2046.69,1
174.591,800.925,1
195.468,780.453,1
1223.43,780.34,1
1245.66,802.181,1
