-2372.37,2.68849,1
-3514.03,2.91012,1
-3532.03,20.7612,1
-3532.36,1286.2,1
-3515.96,1301.39,1
-2372.67,1301.59,1
-2355.17,1283.85,1
-2355.77,1156.63,1
-2334.62,1134.22,1
-1297.12,1134.77,1
-1280.69,1117.32,1
-1280.31,19.1966,1
-1257.03,-1.97752,1
2363.57,-2.61152,1
2385.78,18.9731,1
2385.56,766.03,1
2365.12,785.185,1
196.205,785.476,1
174.308,766.241,1
174.639,738.547,1
192.925,716.24,1
393.033,716.453,1
409.241,700.514,1
409.803,18.8797,1
394.219,3.00793,1
